,date,open,high,low,close,volumn,tic,openinterest,day
987,2021-11-22,174.99,175.25,170.89,164.72,4651700,AXP,0,0
988,2021-11-23,171.3,171.95,167.83,164.67,5890300,AXP,0,1
989,2021-11-24,168.48,171.98,167.9,165.4,3590600,AXP,0,2
990,2021-11-26,165.09,165.24,154.5,151.14,6804200,AXP,0,4
991,2021-11-29,160.75,161.41,154.34,152.15,6258500,AXP,0,0
992,2021-11-30,155.09,155.87,151.7,146.79,7444900,AXP,0,1
993,2021-12-01,156.1,157.07,149.89,144.63,6145500,AXP,0,2
994,2021-12-02,151.68,157.91,151.46,151.1,6289300,AXP,0,3
995,2021-12-03,158.08,158.33,153.63,150.3,4069300,AXP,0,4
996,2021-12-06,159.07,162.74,158.05,154.86,4141900,AXP,0,0
997,2021-12-07,164.5,169.16,164.16,160.91,5124500,AXP,0,1
998,2021-12-08,167.98,170.54,167.28,162.82,4042400,AXP,0,2
999,2021-12-09,167.85,168.83,166.55,161.94,2245300,AXP,0,3
1000,2021-12-10,169.38,170.58,165.96,160.99,2768500,AXP,0,4
1001,2021-12-13,166.4,166.4,161.99,157.39,3477600,AXP,0,0
1002,2021-12-14,162.14,165.26,161.06,156.96,2964200,AXP,0,1
1003,2021-12-15,162.71,163.05,158.53,156.37,5013000,AXP,0,2
1004,2021-12-16,164.0,165.18,161.9,157.1,4900100,AXP,0,3
1005,2021-12-17,161.0,161.32,156.95,154.22,9576800,AXP,0,4
1006,2021-12-20,157.0,158.21,153.78,150.25,3839600,AXP,0,0
1007,2021-12-21,157.75,161.05,157.52,155.09,3722400,AXP,0,1
1008,2021-12-22,160.53,163.17,160.45,156.59,2877700,AXP,0,2
1009,2021-12-23,163.86,166.4,163.59,158.25,3140500,AXP,0,3
1010,2021-12-27,165.0,165.0,162.53,158.44,1687300,AXP,0,0
1011,2021-12-28,163.6,166.13,163.6,158.46,2035300,AXP,0,1
1012,2021-12-29,164.62,164.93,163.26,157.9,2082200,AXP,0,2
1013,2021-12-30,164.62,165.8,164.0,158.22,1632900,AXP,0,3
1014,2021-12-31,164.1,165.17,163.25,157.68,1743600,AXP,0,4
1015,2022-01-03,164.51,168.4,164.4,162.12,3236400,AXP,0,0
1016,2022-01-04,169.72,174.05,169.6,167.33,4799500,AXP,0,1
1017,2022-01-05,174.71,176.31,171.5,165.54,4491900,AXP,0,2
1018,2022-01-06,172.54,173.69,169.75,167.06,2649400,AXP,0,3
1019,2022-01-07,172.49,175.36,171.86,168.49,3043000,AXP,0,4
1020,2022-01-10,176.21,176.21,170.5,167.87,4269400,AXP,0,0
1021,2022-01-11,174.54,175.72,172.49,169.46,2762700,AXP,0,1
1022,2022-01-12,176.23,176.82,174.17,168.58,3224300,AXP,0,2
1023,2022-01-13,174.92,176.38,172.85,167.44,3808800,AXP,0,3
1024,2022-01-14,168.71,168.71,164.71,162.71,6508500,AXP,0,4
1025,2022-01-18,167.91,168.94,164.84,160.56,4336300,AXP,0,1
1026,2022-01-19,166.73,166.73,161.17,155.94,3592000,AXP,0,2
1027,2022-01-20,161.12,164.57,159.46,155.49,4205600,AXP,0,3
1028,2022-01-21,159.95,161.88,157.68,153.38,3779100,AXP,0,4
1029,2022-01-24,155.82,159.45,152.85,153.56,5405000,AXP,0,0
1030,2022-01-25,166.14,174.47,159.66,167.26,13320800,AXP,0,1
1031,2022-01-26,176.95,179.22,173.03,169.4,8257300,AXP,0,2
1032,2022-01-27,176.7,178.2,170.63,166.09,3649900,AXP,0,3
1033,2022-01-28,171.76,177.21,169.77,171.08,4271500,AXP,0,4
1034,2022-01-31,175.91,180.13,175.22,173.75,5524300,AXP,0,0
1035,2022-02-01,179.92,184.04,179.0,177.34,3471200,AXP,0,1
1036,2022-02-02,182.51,184.58,181.64,177.94,2841400,AXP,0,2
1037,2022-02-03,184.8,185.8,182.32,177.82,3380900,AXP,0,3
1038,2022-02-04,184.91,188.68,184.18,179.57,4075800,AXP,0,4
1039,2022-02-07,185.63,188.91,184.75,181.53,3260800,AXP,0,0
1040,2022-02-08,188.08,194.53,187.61,187.45,5133900,AXP,0,1
1041,2022-02-09,194.3,198.72,194.3,189.77,4614200,AXP,0,2
1042,2022-02-10,196.36,198.23,194.61,188.91,4511100,AXP,0,3
1043,2022-02-11,195.43,197.2,190.45,185.33,4834900,AXP,0,4
1044,2022-02-14,192.26,194.15,190.92,185.85,3841300,AXP,0,0
1045,2022-02-15,194.65,198.36,194.18,191.29,4134300,AXP,0,1
1046,2022-02-16,197.5,199.55,197.24,191.68,4122600,AXP,0,2
1047,2022-02-17,195.63,197.38,194.27,189.1,3051700,AXP,0,3
1048,2022-02-18,194.92,197.75,194.2,188.3,2806300,AXP,0,4
1049,2022-02-22,195.18,196.15,191.75,185.94,3420600,AXP,0,1
1050,2022-02-23,194.35,194.45,188.55,182.57,3562100,AXP,0,2
1051,2022-02-24,180.47,188.5,179.05,181.99,5886600,AXP,0,3
1052,2022-02-25,189.66,194.25,189.46,187.17,5426200,AXP,0,4
1053,2022-02-28,189.63,195.13,189.23,187.97,5787800,AXP,0,0
1054,2022-03-01,194.67,194.77,176.77,172.05,8562500,AXP,0,1
1055,2022-03-02,179.79,182.24,178.1,174.22,4058800,AXP,0,2
1056,2022-03-03,182.11,183.45,178.73,173.81,3339900,AXP,0,3
1057,2022-03-04,176.62,176.83,170.82,167.11,5348600,AXP,0,4
1058,2022-03-07,170.13,170.76,159.08,153.76,7760400,AXP,0,0
1059,2022-03-08,160.52,166.29,155.72,154.64,7058900,AXP,0,1
1060,2022-03-09,168.02,170.73,166.71,162.95,4788200,AXP,0,2
1061,2022-03-10,165.59,170.96,164.83,163.87,3840900,AXP,0,3
1062,2022-03-11,171.75,172.31,167.63,162.23,3000000,AXP,0,4
1063,2022-03-14,171.33,174.71,169.71,166.95,4614600,AXP,0,0
1064,2022-03-15,173.59,178.3,173.37,170.09,3827300,AXP,0,1
1065,2022-03-16,179.18,182.76,176.3,174.51,5239300,AXP,0,2
1066,2022-03-17,180.18,187.71,180.06,180.66,6398900,AXP,0,3
1067,2022-03-18,188.69,191.0,184.84,184.28,8744100,AXP,0,4
1068,2022-03-21,190.77,191.5,187.56,182.7,3166200,AXP,0,0
1069,2022-03-22,190.5,194.35,190.06,184.87,3007000,AXP,0,1
1070,2022-03-23,188.83,189.62,185.18,179.74,3664600,AXP,0,2
1071,2022-03-24,186.61,189.37,185.7,182.51,2424400,AXP,0,3
1072,2022-03-25,190.41,191.26,189.0,183.85,1871900,AXP,0,4
1073,2022-03-28,189.95,189.95,186.29,183.29,3043700,AXP,0,0
1074,2022-03-29,192.33,194.0,190.36,184.49,2764100,AXP,0,1
1075,2022-03-30,191.39,192.1,188.4,183.35,2278000,AXP,0,2
1076,2022-03-31,189.53,191.11,186.94,180.68,3801600,AXP,0,3
1077,2022-04-01,188.2,189.42,186.28,180.85,2647000,AXP,0,4
1078,2022-04-04,187.62,188.5,185.59,181.32,2971400,AXP,0,0
1079,2022-04-05,187.49,190.84,184.8,179.14,2974700,AXP,0,1
1080,2022-04-06,184.49,184.87,181.73,177.51,3143300,AXP,0,2
1081,2022-04-07,181.52,183.27,179.11,176.73,4062400,AXP,0,3
1082,2022-04-08,183.0,186.72,181.93,178.0,3075600,AXP,0,4
1083,2022-04-11,181.06,182.44,177.25,172.06,4816800,AXP,0,0
1084,2022-04-12,176.57,179.25,174.71,170.09,4348900,AXP,0,1
1085,2022-04-13,174.23,180.02,174.0,174.02,2980600,AXP,0,2
1086,2022-04-14,179.27,182.47,178.68,175.54,2667100,AXP,0,3
1087,2022-04-18,181.33,185.89,181.0,178.76,2182700,AXP,0,0
1088,2022-04-19,185.01,188.09,184.71,181.36,2713800,AXP,0,1
1089,2022-04-20,188.33,190.15,187.64,182.61,2256200,AXP,0,2
1090,2022-04-21,190.94,192.42,184.58,179.98,3973200,AXP,0,3
1091,2022-04-22,185.43,185.55,180.32,174.94,4373700,AXP,0,4
1092,2022-04-25,179.98,184.26,177.99,178.39,4408900,AXP,0,0
1093,2022-04-26,183.25,183.91,178.54,173.11,3728100,AXP,0,1
1094,2022-04-27,177.66,179.41,175.5,172.12,4085800,AXP,0,2
1095,2022-04-28,180.35,183.89,177.61,176.33,2703200,AXP,0,3
1096,2022-04-29,180.09,182.31,174.33,169.29,3210100,AXP,0,4
1097,2022-05-02,174.65,174.88,167.51,166.29,3881800,AXP,0,0
1098,2022-05-03,173.0,174.0,170.33,166.77,3152300,AXP,0,1
1099,2022-05-04,172.22,178.17,171.2,172.3,2930400,AXP,0,2
1100,2022-05-05,176.64,176.76,169.33,165.7,2987100,AXP,0,3
1101,2022-05-06,169.17,169.99,165.01,161.96,3129800,AXP,0,4
1102,2022-05-09,165.03,166.02,160.38,156.02,4485200,AXP,0,0
1103,2022-05-10,163.42,164.73,158.39,156.81,3014800,AXP,0,1
1104,2022-05-11,161.73,164.94,159.04,154.44,2644300,AXP,0,2
1105,2022-05-12,155.6,157.16,149.88,148.51,5314800,AXP,0,3
1106,2022-05-13,155.96,160.09,155.88,153.82,3625100,AXP,0,4
