,ts_code,name,enname,classify,list_date,delist_date
4865,CRSS,,CROSSROADS IMPACT,EQ,20171016,
4866,CRSTF,,CREST RESOURCES (OTC),EQ,20200922,NaT
4867,CRSXF,,CORSA CAPITAL (OTC),EQ,19600101,NaT
4868,CRT,,CROSS TIMBERS RTY.UNT.,EQ,19920228,NaT
4869,CRTD,,CREATD,EQ,20031222,NaT
4870,CRTG,,THE CORETEC GROUP,EQ,19740319,NaT
4871,CRTHF,,CARSGEN (OTC) THERAPEUTICS,EQ,20220930,NaT
4872,CRTIF,,CARTIER SILVER (OTC),EQ,20170113,NaT
4873,CRTL,,CARTEL BLUE,EQ,19960909,NaT
4874,CRTMF,,CRITICAL METALS (OTC),EQ,20240531,NaT
4875,CRTO,,CRITEO ADR 1:1,ADR,20131030,NaT
4876,CRTSF,,CHRISTIAN HANSEN (OTC) HOLDING,EQ,20110225,
4877,CRTTF,,METALERO MINING (OTC),EQ,20211104,NaT
4878,CRUCF,,COLIBRI RESOURCE (OTC),EQ,20140113,NaT
4879,CRUS,,CIRRUS LOGIC,EQ,19890609,NaT
4880,CRVH,,CHILCO RIVER HDG.,EQ,20050228,NaT
4881,CRVL,,CORVEL,EQ,19910628,NaT
4882,CRVO,,CERVOMED,EQ,19960624,NaT
4883,CRVS,,CORVUS PHARMACEUTICALS,EQ,20160331,NaT
4884,CRVW,,CAREVIEW COMMUNICATIONS,EQ,20040507,NaT
4885,CRVYF,,CDN.ORY.& REMDTN. (OTC) ENTS.,EQ,19600101,
4886,CRWD,,CROWDSTRIKE HOLDINGS A,EQ,20190612,NaT
4887,CRWE,,CROWN EQUITY HDG.,EQ,20120731,NaT
4888,CRWKF,,CRANSWICK (OTC),EQ,20220706,NaT
4889,CRWOF,,CHINA RY.GP.'H' (OTC),EQ,20140113,NaT
4890,CRWRF,,CRANEWARE (OTC),EQ,20090921,NaT
4891,CRWS,,CROWN CRAFTS,EQ,19690203,NaT
4892,CRWTF,,CROW TECHNOLOGIES 1977,EQ,20001005,
4893,CRXM,,TAXUS CARDIUM PHARMS.GP.,EQ,20010109,NaT
4894,CRXPF,,VERT INFRASTRUCTURE,EQ,20180604,NaT
4895,CRYBF,,CRYPTOBLOX (OTC) TECHNOLOGIES,EQ,20160126,NaT
4896,CRYCY,,CHIN.RAIL.SIGN. COMM.ADR 1:10,ADR,20180425,NaT
4897,CRYIF,,CRYSTAL (OTC) INTERNATIONAL GROUP,EQ,20240130,NaT
4898,CRYM,,CRYOMASS TECHNOLOGIES,EQ,20140602,NaT
4899,CRYO,,AMERICAN CRYOSTEM,EQ,20101111,
4900,CRYYF,,CHINA RAILWAY (OTC) SIGNAL COMMUNICATION 'H',EQ,20180427,NaT
4901,CRZBF,,COMMERZBANK (OTC),EQ,20140113,NaT
4902,CRZBY,,COMMERZBANK JUNGE ADR 1:1,ADR,19750131,NaT
4903,CRZNF,,CORAZON MINING (OTC),EQ,20110606,NaT
4904,CRZWQ,,CORE SCIEN.EQ. WARRT.EXP 19TH JAN 2027,EQ,20210408,
4905,CRZY,,CRAZY WOMAN CREEK BANC.,EQ,19960329,NaT
4906,CS,,CREDIT SUISSE GROUP SPN. ADR 1:1,ADR,19930429,
4907,CSAMF,,OMDA (OTC),EQ,20220614,NaT
4908,CSAN,,COSAN ADR 1:4,ADR,20210308,NaT
4909,CSASF,,CREDIT SAISON (OTC),EQ,20140113,NaT
4910,CSASY,,CREDIT SAISON UNSP.ADR 1:2,ADR,20230313,NaT
4911,CSAY,,CHINA SHESAYS MEDICAL COSMETOLOGY,EQ,20100823,
4912,CSBB,,CSB BANCORP,EQ,19970421,NaT
4913,CSBF,,CONSOLIDATED BIOFUELS,EQ,19800721,NaT
4914,CSBI,,CARROLL SHELBY INTL.,EQ,20030603,NaT
4915,CSBR,,CHAMPIONS ONCOLOGY,EQ,19881125,NaT
4916,CSBTF,,KUROS BIOSCIENCES (OTC),EQ,20140113,NaT
4917,CSCCF,,CAPSTONE COPPER (OTC),EQ,20220405,NaT
4918,CSCGY,,CHINA SHANSHUI CMT.GP. UNSP.ADR 1:20,ADR,20130220,NaT
4919,CSCHF,,CHINA RENAISSANCE (OTC) HOLDINGS,EQ,20210125,NaT
4920,CSCMY,,COSCO SHIPPING INTL.SPN. ADR 1:5,ADR,19950905,NaT
4921,CSCNF,,CHINA SCE GROUP (OTC) HOLDINGS,EQ,20240520,NaT
4922,CSCO,,CISCO SYSTEMS,EQ,19900216,NaT
4923,CSDXF,,COSCO SHIP.EN.TRSP.(OTC) 'H',EQ,20140113,NaT
4924,CSEC,,CALIFORNIA SCIENCE AND ENGR,EQ,20230224,NaT
4925,CSFSF,,CASH STORE FINL.SVS.,EQ,20100608,NaT
4926,CSGEF,,CHINA SUNTIEN GREEN(OTC) ENERGY 'H',EQ,20200304,NaT
4927,CSGH,,CHINA SUN GP.HI.-TECH,EQ,20120731,NaT
4928,CSGKF,,CREDIT SUISSE GROUP(OTC),EQ,20140113,
4929,CSGP,,COSTAR GP.,EQ,19960524,NaT
4930,CSGQF,,COSTAIN GROUP (OTC),EQ,20200410,NaT
4931,CSGS,,CSG SYS.INTL.,EQ,19960228,NaT
4932,CSGU,,CONSOLIDATED SPORTS MDA. GP.,EQ,20040721,NaT
4933,CSGYY,,COSMO ENERGY HDG.UNSP. ADR 1:1,ADR,20210203,NaT
4934,CSHEF,,CHINA ENTS.,EQ,19930715,NaT
4935,CSHJF,,CSC HOLDINGS (OTC),EQ,20240326,NaT
4936,CSHX,,CASHMERE VALLEY BANK,EQ,20130702,NaT
4937,CSIOF,,CASIO COMPUTER (OTC),EQ,19740319,NaT
4938,CSIOY,,CASIO COMPUTER ADR 1:10,ADR,19860731,NaT
4939,CSIQ,,CANADIAN SOLAR,EQ,20061106,NaT
4940,CSJT,,CHANGSHENG INTERNATIONAL GROUP,EQ,20120724,
4941,CSKD,,CHINA SKYRISE DIGITAL SERVICE,EQ,20100628,NaT
4942,CSKL,,CATSKILL HUDSON BANCORP,EQ,20100909,NaT
4943,CSL,,CARLISLE COS.,EQ,19620702,NaT
4944,CSLI,,CRITICAL SOLUTIONS,EQ,19921002,NaT
4945,CSLLY,,CSL ADR 2:1,ADR,20081016,NaT
4946,CSLM,,CSLM ACQUISITION A,EQ,20220307,NaT
4947,CSLMU,,CSLM ACQUISITION UNITS,EQ,20220113,NaT
4948,CSLMW,,CSLM ACQ.EQ.WARRT. EXP 12 JAN.2027,EQ,20220307,NaT
4949,CSLR,,COMPLETE SOLARIA,EQ,20210419,NaT
4950,CSNRF,,CHESNARA (OTC),EQ,20140722,NaT
4951,CSNVF,,CORBION (OTC),EQ,20140113,NaT
4952,CSNVY,,CORBION NV UNSP. NETH. ADR 1:1,ADR,20110119,NaT
4953,CSOC,,CADUCEUS SOFTWARE SYS.,EQ,20080102,NaT
4954,CSOL,,CHINA SOLAR & CLEAN ENERGY SOLUTIONS,EQ,20050112,NaT
4955,CSPCY,,CSPC PHARMS.GP.ADR 1:4,ADR,20181229,NaT
4956,CSPHF,,CSTONE (OTC) PHARMACEUTICALS,EQ,20200914,NaT
4957,CSPI,,CSP,EQ,19820129,NaT
4958,CSPKF,,COSCO SHIPPING (OTC) PORTS,EQ,20140113,NaT
4959,CSPKY,,COSCO SHIPPING PORTS ADR 1:10,ADR,20120111,NaT
4960,CSPUF,,CDN.SPIRIT RES. (OTC),EQ,19600101,NaT
4961,CSR,,CENTERSPACE,EQ,19971016,NaT
4962,CSRIF,,COPPER STANDARD (OTC) RESOURCES,EQ,20240510,NaT
4963,CSRLF,,CSR (OTC),EQ,20140113,NaT
4964,CSRNF,,CANSTAR RESOURCES (OTC),EQ,20140113,NaT
4965,CSRPRC,,CENTERSPACE 6 625 CUM. RED.PREF. SR.C,EQ,20170927,NaT
4966,CSRVF,,CROSS RIV VENTURES (OTC),EQ,20200914,NaT
4967,CSSDF,,KAPE TECHNOLOGIES (OTC),EQ,20191111,
4968,CSSEQ,,CHICKEN SOUP FOR THE SOUL ENTERTAINMENT A,EQ,20170818,NaT
4969,CSSI,,COSTAS,EQ,20030307,NaT
4970,CSSLQ,,CHICK.SOUP FTHE. SOUL ENTM.EQ.WARRT.,EQ,20201209,NaT
4971,CSSPF,,NIOX GROUP (OTC),EQ,20140703,NaT
4972,CSSV,,CASPIAN SERVICES,EQ,20160804,NaT
4973,CSSXF,,CHINA SHUIFA (OTC) SINGYES ENERGY HOLDINGS,EQ,20081231,NaT
4974,CSTAF,,CONSTELLATION (OTC) ACQUISITION A,EQ,20210319,NaT
4975,CSTE,,CAESARSTONE,EQ,20120322,NaT
4976,CSTF,,CURASCIENTIFIC,EQ,19990108,NaT
4977,CSTI,,COSTAR TECHNOLOGIES,EQ,20000313,
4978,CSTJ,,CRESTON RES.,EQ,19960311,NaT
4979,CSTL,,CASTLE BIOSCIENCES,EQ,20190725,NaT
4980,CSTM,,CONSTELLIUM SE A,EQ,20130523,NaT
4981,CSTPF,,ARROW EXPLORATION (OTC),EQ,19600101,NaT
4982,CSTR,,CAPSTAR FINANCIAL HDG.,EQ,20160922,
4983,CSTUF,,CONSTELLATION (OTC) ACQUISITION I UNITS,EQ,20210127,NaT
4984,CSTWF,,COLTN.ACQ.I EQ.WTS.,EQ,20210322,NaT
4985,CSTXF,,CRYPTOSTAR (OTC),EQ,20210706,NaT
4986,CSUAY,,CHINA SHENHUA ENERGY ADR 1:4,ADR,20081013,NaT
4987,CSUI,,CANNABIS SUISSE,EQ,20190513,NaT
4988,CSV,,CARRIAGE SERVICES 'A',EQ,19960808,NaT
4989,CSWI,,CSW INDUSTRIALS,EQ,20150930,NaT
4990,CSWYF,,CHINA SHINEWAY PHARM.GP. (OTC),EQ,20041117,NaT
4991,CSWYY,,CHIN.SHINEWAY PHARM.GP. ADR 1:20,ADR,20120214,NaT
4992,CSX,,CSX,EQ,19801113,NaT
4993,CSXXY,,CAR GLD.UNSP.AMER. DPREC.1:2,ADR,20120312,NaT
4994,CSYJF,,CSE GLOBAL (OTC),EQ,20071011,NaT
4995,CSYJY,,CSE GLOBAL ADR 1:10,ADR,20110406,NaT
4996,CSYS,,CLEARSTORY SYS.,EQ,19951213,NaT
4997,CSYT,,COMM.SYNERGY TECHS.,EQ,20030910,NaT
4998,CTABF,,CANNTAB (OTC) THERAPEUTICS,EQ,20171128,NaT
4999,CTAGF,,CAPITA (OTC),EQ,20140113,NaT
5000,CTAGY,,CAPITA ADR 1:4,ADR,20081013,NaT
5001,CTARF,,CENTAURUS ENERGY (OTC),EQ,19600101,NaT
5002,CTAS,,CINTAS,EQ,19830819,NaT
5003,CTBG,,COIL TUBING TECHNOLOGY,EQ,19990315,NaT
5004,CTBI,,COMMUNITY TRUST BANCORP,EQ,19871229,NaT
5005,CTBK,,CITY BANK LYNNWOOD,EQ,20100428,NaT
5006,CTBO,,CANTABIO PHARMS.,EQ,20160523,NaT
5007,CTCC,,CITY CAPITAL,EQ,19920226,NaT
5008,CTCGF,,C2C METALS (OTC),EQ,20140113,NaT
5009,CTCK,,COATTEC INDS.,EQ,19980129,NaT
5010,CTCX,,CARMELL,EQ,20210923,NaT
5011,CTCXW,,CARMELL EQUITY WARRANT EXP 12 JULY 2028,EQ,20210921,NaT
5012,CTEUY,,CENTERENERGO SPONSORED ADR 1:10,ADR,20021107,NaT
5013,CTG,,COMPUTER TASK GROUP,EQ,19721213,
5014,CTGCF,,CENTENARIO GOLD (OTC),EQ,20240627,NaT
5015,CTGL,,CITRINE GLOBAL,EQ,20110830,NaT
5016,CTGO,,CONTANGO ORE,EQ,20101220,NaT
5017,CTHCF,,EASTCOAL (OTC),EQ,20231114,NaT
5018,CTHR,,CHARLES AND COLVARD,EQ,19971113,NaT
5019,CTHZ,,CANCER TREAT.HDG.,EQ,19880913,NaT
5020,CTIC,,CTI BIOPHARMA,EQ,19970321,
5021,CTIHY,,CHINA TAIPING IN.HDG. UNSP.ADR 1:25,ADR,20150418,NaT
5022,CTJHF,,CITIC RESOURCES (OTC) HOLDINGS,EQ,20140113,NaT
5023,CTJHY,,CITIC RESOURCES HOLDINGS ADR 1:200,ADR,20121212,NaT
5024,CTKB,,CYTEK BIOSCIENCES,EQ,20210723,NaT
5025,CTKYY,,COOTEK 1:650 ADR,ADR,20180928,NaT
5026,CTLDF,,CONTROLADORA AXTEL (OTC) SAB CV,EQ,20230628,NaT
5027,CTLHF,,CLEANTECH LITHIUM (OTC),EQ,20230222,NaT
5028,CTLP,,CANTALOUPE,EQ,19950307,NaT
5029,CTLT,,CATALENT,EQ,20140731,NaT
5030,CTM,,CASTELLUM,EQ,20110725,NaT
5031,CTMCF,,CANTERRA MINERALS (OTC),EQ,20140113,NaT
5032,CTMLF,,CORPORATE TRVL.MAN.(OTC),EQ,20140422,NaT
5033,CTMX,,CYTOMX THERAPEUTICS,EQ,20151008,NaT
5034,CTNGY,,COSTAIN GROUP ADR 1:2,ADR,20220523,NaT
5035,CTNI,,CITRON,EQ,19990408,NaT
5036,CTNM,,CONTINEUM THERAPEUTICS A,EQ,20240405,NaT
5037,CTNR,,CENTRAL NTRL.RES.,EQ,19750106,NaT
5038,CTNT,,CHEETAH NET SUPPLY CHAIN SERVICE A,EQ,20230801,NaT
5039,CTO,,CTO REALTY GROWTH,EQ,20181112,NaT
5040,CTOBF,,CHINA TOBACCO (OTC) INTERNATIONAL (HK),EQ,20200117,
5041,CTOHF,,CITIGOLD (OTC),EQ,20140113,NaT
5042,CTOPRA,,CTO REAL.GW.6 375 CUM. RED.PREF. SR.A,EQ,20210629,NaT
5043,CTOS,,CUSTOM TRUCK ONE SOURCE,EQ,20171006,NaT
5044,CTOUF,,CHARTER HALL GROUP (OTC) STAPLED UNITS,EQ,20190719,NaT
5045,CTOWY,,CHINA TOWER ADR 1:100,ADR,20210119,NaT
5046,CTPCF,,CITIC (OTC),EQ,20140113,NaT
5047,CTPCY,,CITIC ADR 1:5,ADR,20020208,NaT
5048,CTPR,,CTPARTNERS EXEC.SEARCH,EQ,20101208,NaT
5049,CTPTY,,CPAD.TMO.PAULISTA PFD ADR 1:1,ADR,19990928,
5050,CTPVF,,CTP NV (OTC),EQ,20210929,NaT
5051,CTPZY,,CPAD.TMO.PAULISTA PFD ADR 1:1,ADR,19990922,
5052,CTR,,CLBD.MLP &.MDSTM. TOR. CLSD.END FD.,EQ,20120627,NaT
5053,CTRA,,COTERRA ENERGY,EQ,19900111,NaT
5054,CTRE,,CARETRUST REIT,EQ,20140529,NaT
5055,CTRGF,,COUNTRY GARDEN (OTC) SERVICES HOLDINGS,EQ,20190607,NaT
5056,CTRI,,CENTURI HOLDINGS,EQ,20240418,NaT
5057,CTRM,,CASTOR MARITIME (NAS),EQ,20190211,NaT
5058,CTRN,,CITI TRENDS,EQ,20050518,NaT
5059,CTRNF,,CHAR TECHNOLOGIES (OTC),EQ,20210322,NaT
5060,CTRRF,,CT REIT.TST. (OTC),EQ,20160331,NaT
5061,CTRVW,,HEPION PHARM EQUITY WARRANT EXP 3 JUL 2023,EQ,20190617,
5062,CTRYF,,COUNTRY GARDEN HDG.(OTC),EQ,20070319,NaT
5063,CTRYY,,CTRY.GDN.HDG.CO.ADR 1:25,ADR,20090501,NaT
5064,CTS,,CTS,EQ,19620702,NaT
5065,CTSDF,,CONVERGE TECHNOLOGY(OTC) SOLUTIONS,EQ,20190409,NaT
5066,CTSH,,COGNIZANT TECH.SLTN.'A',EQ,19980619,NaT
5067,CTSO,,CYTOSORBENTS,EQ,20120828,NaT
5068,CTTAF,,CONTINENTAL (OTC),EQ,20140113,NaT
5069,CTTAY,,CONTL ADR 10:1,ADR,19910328,NaT
5070,CTTC,,CALMARE THERAPEUTICS,EQ,20100903,
5071,CTTH,,CTT PHARM.HDG.,EQ,20020107,NaT
5072,CTTMF,,CATENA MEDIA (OTC),EQ,20171004,NaT
5073,CTTOF,,CTT CORREIOS DE (OTC) PORTUGAL,EQ,20190116,NaT
5074,CTTPY,,CTT CORREIOS DE PORTUGAL ADR 1:2,ADR,20170310,NaT
5075,CTTQF,,COSTA GROUP HDG. (OTC),EQ,20170228,
5076,CTTRF,,CONTROLADORA VUELA (OTC) COMPANIA DE AVIACION,EQ,20181220,NaT
5077,CTTZF,,CENTAURUS METALS (OTC),EQ,20120709,NaT
5078,CTUNF,,CLEAN SEAS TUNA (OTC),EQ,20140113,NaT
5079,CTUY,,CENTURY NEXT FINANCIAL,EQ,20101007,NaT
5080,CTV,,INNOVID,EQ,20210405,NaT
5081,CTVA,,CORTEVA,EQ,20190524,NaT
5082,CTVEF,,CERTIVE SOLUTIONS (OTC),EQ,20130524,NaT
5083,CTVIF,,CTII.INTL.INV.HK. (OTC),EQ,20140113,NaT
5084,CTXAF,,AMPOL (OTC),EQ,20140113,NaT
5085,CTXAY,,AMPOL ADR 1:2,ADR,20100528,NaT
5086,CTXDF,,CANTEX MINE DEV. (OTC),EQ,20140113,NaT
5087,CTXR,,CITIUS PHARMACEUTICALS,EQ,20141002,NaT
5088,CTXV,,CTX VIRTUAL TECHNOLOGIES,EQ,19870518,NaT
5089,CTXXF,,CEMATRIX (OTC),EQ,20160524,NaT
5090,CTYLF,,CITY LODGE HOTELS (OTC),EQ,20220302,NaT
5091,CTYP,,COMMUNITY BANKERS,EQ,20120828,NaT
5092,CUAEF,,CHINA SHENHUA EN. (OTC),EQ,20140113,NaT
5093,CUAUF,,C3 METALS (OTC),EQ,20160606,NaT
5094,CUBE,,CUBESMART,EQ,20041012,NaT
5095,CUBI,,CUSTOMERS BANCORP,EQ,20120221,NaT
5096,CUBIPRE,,CUSTOMERS PERP.NON CUM. FXD.TO FLTNG.PREF.E,EQ,20191206,NaT
5097,CUBIPRF,,CUSTOMERS BANC. PERP.NON CUM.FXD.FLTNG.F,EQ,20190909,NaT
5098,CUBT,,CURATIVE BIOTECHNOLOGY,EQ,19980323,NaT
5099,CUBWU,,LIONHEART HOLDINGS UNITS EXP 07TH JUNE 2029,EQ,20240618,NaT
5100,CUBXF,,CUBICFARM SYSTEMS (OTC),EQ,20191114,NaT
5101,CUCHF,,CULTURECOM HOLDINGS(OTC),EQ,20120806,NaT
5102,CUCSF,,CHIN.COMMS.SVS.'H' (OTC),EQ,20140113,NaT
5103,CUCSY,,CHIN.COMMS.SER. UNSP. 1:25,ADR,20170105,NaT
5104,CUE,,CUE BIOPHARMA,EQ,20180102,NaT
5105,CUEN,,CUENTAS,EQ,20080408,NaT
5106,CUENW,,CUENTAS EQUITY WARRANT,EQ,20210202,NaT
5107,CUEYF,,CUE ENERGY (OTC) RESOURCES,EQ,20140113,NaT
5108,CUGCF,,CHINA ORIENTAL GP. (OTC),EQ,20170329,NaT
5109,CUGCY,,CHINA ORIENTAL GP.UNSP. ADR 1:20,ADR,20110520,NaT
5110,CUGKF,,CHUGOKU MARINE (OTC) PAINTS,EQ,20161205,NaT
5111,CUII,,CHINA UNITED INSURANCE SERVICE,EQ,20120801,NaT
5112,CUIRF,,VELOX ENERGY (OTC) MATERIALS,EQ,20140113,NaT
5113,CUK,,CARNIVAL ADS ADR 1:1,ADR,20001023,NaT
5114,CUKPF,,CARNIVAL (OTC),EQ,20140113,NaT
5115,CULL,,CULLMAN BANCORP,EQ,20091005,NaT
5116,CULP,,CULP,EQ,19830830,NaT
5117,CULTF,,CULT FOOD SCIENCE (OTC),EQ,20220211,NaT
5118,CUOTF,,CIE AUTOMOTIVE (OTC),EQ,20200131,NaT
5119,CUPUF,,CARIBBEAN UTILITIES(OTC) A,EQ,19991123,NaT
5120,CURHF,,CURVES HOLDINGS (OTC),EQ,20230113,NaT
5121,CURI,,CURIOSITYSTREAM A,EQ,20200108,NaT
5122,CURIW,,CURIOSITYSTREAM EQ. WARRT.EXP 14TH OCT 2025,EQ,20200803,NaT
5123,CURLF,,CURALEAF HLDGS (OTC) SUBORDINATE VOTING,EQ,20181029,NaT
5124,CURN,,CURRENCY EX.INTL. (OTC),EQ,20130315,NaT
5125,CUROQ,,CURO GROUP HOLDINGS,EQ,20171207,NaT
5126,CURUF,,CONSOLIDATED (OTC) URANIUM,EQ,20110127,
5127,CURV,,TORRID HOLDINGS,EQ,20210701,NaT
5128,CURYY,,CURRYS ADR 1:10,ADR,20231215,NaT
5129,CURZ,,CURZIO RESH,EQ,20220207,NaT
5130,CUSI,,CUISINE SLTN.,EQ,19840223,NaT
5131,CUTR,,CUTERA,EQ,20020118,NaT
5132,CUYRF,,C UYEMURA & COMPANY(OTC),EQ,20121126,NaT
5133,CUYTF,,COLRUYT GROUP (OTC),EQ,20140113,NaT
5134,CUYTY,,COLRUYT GROUP N V UNSPONSORED ADR 4:1,ADR,20121218,NaT
5135,CUZ,,COUSINS PROPS.,EQ,19721214,NaT
5136,CVAC,,CUREVAC,EQ,20200814,NaT
5137,CVALF,,COVALON TECHS. (OTC),EQ,20140113,NaT
5138,CVAS,,CREATIVE VISTAS,EQ,20011030,NaT
5139,CVAT,,CAVITATION TECHS.,EQ,20120731,NaT
5140,CVBF,,CVB FINANCIAL,EQ,19830316,NaT
5141,CVCCF,,CVC CAPITAL (OTC) PARTNERS,EQ,20240510,NaT
5142,CVCO,,CAVCO INDUSTRIES,EQ,20030625,NaT
5143,CVE,,CENOVUS ENERGY (NYS),EQ,20091030,NaT
5144,CVEO,,CIVEO,EQ,20140519,NaT
5145,CVGI,,COML.VEH.GP.,EQ,20040805,NaT
5146,CVGRF,,CITY VIEW GREEN (OTC) HOLDINGS,EQ,20140113,NaT
5147,CVGW,,CALAVO GROWERS,EQ,20020315,NaT
5148,CVHIF,,VENTURA CANNABIS WELLNESS,EQ,20150325,NaT
5149,CVHL,,CV HOLDINGS,EQ,20060501,NaT
5150,CVHSY,,CABLEVISION HLDGS GDR,GDR,20170925,NaT
5151,CVI,,CVR ENERGY,EQ,20070731,NaT
5152,CVII,,CHURCHILL CAPITAL VII A,EQ,20210405,NaT
5153,CVIIU,,CHURCHILL CAPITAL VII UNITS,EQ,20210212,NaT
5154,CVIIWS,,CHH.CAP.VII EQ.WTS. EXP 29TH FEB 2028,EQ,20210405,
5155,CVKD,,CADRENAL THERAPEUTICS,EQ,20230120,NaT
5156,CVLG,,COVENANT LOGISTICS GROUP A,EQ,19941027,NaT
5157,CVLT,,COMMVAULT SYSTEMS,EQ,20060501,NaT
5158,CVLY,,CODORUS VLY.BANC.,EQ,19901023,NaT
5159,CVM,,CEL-SCI,EQ,19831208,NaT
5160,CVMT,,SILA REALTY TRUST CL.T,EQ,20240228,NaT
5161,CVNA,,CARVANA 'A',EQ,20170428,NaT
5162,CVNZF,,COMVITA (OTC),EQ,20140113,NaT
5163,CVONF,,CARNARVON ENERGY (OTC),EQ,20140113,NaT
5164,CVOSF,,COVEO SOLUTIONS (OTC) SUBORDINATE VOTING,EQ,20221219,NaT
5165,CVPBF,,CP ALL FB (OTC),EQ,20140113,NaT
5166,CVR,,CHI.RIVET & MACH.,EQ,19620702,NaT
5167,CVRX,,CVRX,EQ,20210630,NaT
5168,CVS,,CVS HEALTH,EQ,19620702,NaT
5169,CVSC,,CARDIOVASCULAR SCIENCES,EQ,20010605,NaT
5170,CVSGF,,CVS GROUP (OTC),EQ,20180323,NaT
5171,CVSI,,CV SCIENCES,EQ,20111109,NaT
5172,CVST,,COVISTA COMMS.,EQ,19721214,NaT
5173,CVSUF,,CONVERSUS CAPITAL (OTC),EQ,20080522,
5174,CVT,,CVENT HOLDING,EQ,20201117,
5175,CVTGF,,CLAIRVEST GP. (OTC),EQ,19600101,NaT
5176,CVTV,,CHINA VTV,EQ,20170403,NaT
5177,CVTYF,,COVENTRY GROUP (OTC),EQ,20221201,
5178,CVU,,CPI AEROSTRUCTURES,EQ,19920917,NaT
5179,CVUEF,,CLEARVUE (OTC) TECHNOLOGIES,EQ,20200323,NaT
5180,CVV,,CVD EQUIPMENT,EQ,19850904,NaT
5181,CVVIF,,SOCIEDAD COMR.DEL (OTC) PLATA CADELPLATA COME,EQ,20110407,NaT
5182,CVVRF,,VERTICAL (OTC) EXPLORATION,EQ,20130219,NaT
5183,CVVTF,,COVESTRO (OTC),EQ,20170202,NaT
5184,CVVUF,,CANALASKA URANIUM A(OTC),EQ,20061011,NaT
5185,CVWFF,,CVW CLEANTECH (OTC),EQ,19600101,NaT
5186,CVWLF,,CLEARVIEW WEALTH (OTC),EQ,20231103,NaT
5187,CVX,,CHEVRON,EQ,19620702,NaT
5188,CW,,CURTISS WRIGHT,EQ,19620702,NaT
5189,CWAFF,,CHINA WT. AFFAIRS (OTC) GP.,EQ,20040913,NaT
5190,CWAN,,CLEARWATER ANALYTICS HOLDINGS A,EQ,20210924,NaT
5191,CWBC,,COMMUNITY WEST BANCSHARES,EQ,20001123,NaT
5192,CWBC,,COMMUNITY WEST BCSH.,EQ,19961119,
5193,CWBHF,,CHARLOTTES WEB (OTC) HLDGS,EQ,20180912,NaT
5194,CWBK,,CW BANCORP,EQ,20011112,NaT
5195,CWBR,,COHBAR,EQ,20171215,NaT
5196,CWCO,,CONSOLIDATED WT.,EQ,19950517,NaT
5197,CWD,,CALIBERCOS A,EQ,20230517,NaT
5198,CWEGF,,CREW ENERGY (OTC),EQ,20140113,NaT
5199,CWEN,,CLEARWAY ENERGY C,EQ,20150515,NaT
5200,CWEN.A,,CLEARWAY ENERGY A (NYS),EQ,20130717,NaT
5201,CWGL,,CRIMSON WINE GROUP,EQ,20130221,NaT
5202,CWGYF,,CARNEGIE CLEAN (OTC) ENERGY,EQ,20121107,NaT
5203,CWH,,CAMPING WORLD HDG.'A',EQ,20161007,NaT
5204,CWHPF,,COMMONWEALTH PR. (OTC),EQ,20101115,NaT
5205,CWID,,COUNTRYWIDE IN.,EQ,19750106,NaT
5206,CWIR,,CENTRAL WIRELESS,EQ,20000403,NaT
5207,CWK,,CUSHMAN AND WAKEFIELD,EQ,20180803,NaT
5208,CWLPF,,CALDWELL PTNS.INTL. (OTC),EQ,19600101,NaT
5209,CWNOF,,CHINESEWORLDNET COM,EQ,20061013,NaT
5210,CWPE,,CW PETROLEUM,EQ,20191202,NaT
5211,CWPS,,CONWEST PARTNERSHIP PART UNITS,EQ,19750106,NaT
5212,CWPWF,,CONCORD NEW EN.GP. (OTC),EQ,20090724,NaT
5213,CWQXF,,CASTELLUM (OTC),EQ,20140113,NaT
5214,CWQXY,,CASTELLUM UNSP.ADR 1:2,ADR,20110413,NaT
5215,CWRN,,COTTON WESTN MNG,EQ,19961224,NaT
5216,CWSFF,,CIELO WASTE (OTC) SOLUTIONS,EQ,20190719,NaT
5217,CWSRF,,CHARTWELL SNRS. (OTC) HSG.REIT.TST.,EQ,20140113,NaT
5218,CWST,,CASELLA WST.SYS.'A',EQ,19971028,NaT
5219,CWT,,CAL.WATER SER.,EQ,19721214,NaT
5220,CWTC,,CLEARWAVE TELECOM.,EQ,20001128,NaT
5221,CWVLF,,CROWN POINT ENERGY (OTC),EQ,19600101,NaT
5222,CWVWF,,STORM EXPLORATION (OTC),EQ,20140113,NaT
5223,CWWGF,,CHAOWEI POWER HDG. (OTC),EQ,20131031,NaT
5224,CWXZF,,DOMAN BUILDING (OTC) MATERIALS GROUP,EQ,20100225,NaT
5225,CWYUF,,SMARTCENTRES REIT. (OTC),EQ,19600101,NaT
5226,CX,,CEMEX ADR 1:10,ADR,19990915,NaT
5227,CXAC,,C5 ACQUISITION A,EQ,20220228,
5228,CXAC.U,,C5 ACQUISITION UNITS,EQ,20220107,
5229,CXAI,,CXAPP A,EQ,20210204,NaT
5230,CXBMF,,CALIBRE MINING (OTC),EQ,19600101,NaT
5231,CXBS,,CORIX BIOSCIENCE,EQ,20081015,NaT
5232,CXCQ,,CARDXX,EQ,19980915,NaT
5233,CXDO,,CREXENDO,EQ,19980629,NaT
